order_id,company_name,distance_km,delivery_time_hrs,weather,traffic_level,payment_type,past_failures,agent_rating,delivery_status
10986,Blue Dart,66,4,Clear,Medium,COD,2,4.0,1
10987,FedEx India,52,7,Clear,Low,COD,4,3.7,1
10988,DTDC,2,3,Clear,Medium,COD,0,4.7,0
10989,Blue Dart,22,7,Clear,Medium,COD,4,3.3,1
10990,FedEx India,54,8,Rain,Low,COD,0,3.9,0
10991,XpressBees,17,6,Rain,Low,COD,0,3.2,0
10992,Ecom Express,62,6,Clear,Medium,COD,0,4.4,0
10993,Ecom Express,55,8,Storm,Medium,COD,0,2.8,0
10994,XpressBees,41,8,Clear,Low,Prepaid,1,3.0,1
10995,Shadowfax,27,7,Clear,Low,COD,0,4.5,0
10996,FedEx India,66,6,Clear,Medium,COD,1,3.0,0
10997,FedEx India,75,6,Rain,High,COD,3,4.1,1
10998,XpressBees,65,10,Clear,Low,COD,1,4.9,0
10999,Flipkart,44,11,Rain,Medium,COD,0,3.8,0
11000,Ekart,18,6,Rain,Low,COD,3,3.0,1
11001,Amazon Logistics,60,8,Clear,Low,Prepaid,4,3.3,0
11002,XpressBees,24,1,Rain,Low,Prepaid,1,4.6,0
11003,Blue Dart,8,5,Storm,High,Prepaid,4,3.4,0
11004,Blue Dart,45,3,Clear,Medium,Prepaid,3,4.3,1
11005,DTDC,54,8,Clear,High,Prepaid,1,4.4,0
11006,XpressBees,72,11,Rain,Medium,Prepaid,0,3.8,0
11007,DTDC,35,6,Rain,High,Prepaid,1,4.5,1
11008,XpressBees,47,2,Clear,Low,COD,0,3.3,0
11009,FedEx India,69,7,Clear,Low,Prepaid,2,3.8,0
11010,Amazon Logistics,79,7,Clear,High,COD,1,4.2,0
11011,FedEx India,79,5,Clear,Medium,COD,1,2.9,1
11012,Ekart,17,8,Clear,High,Prepaid,4,3.2,0
11013,Ecom Express,72,5,Storm,Low,Prepaid,4,4.1,1
11014,Delhivery,20,1,Rain,Medium,COD,3,4.1,1
11015,XpressBees,3,9,Clear,Medium,COD,0,3.7,1
11016,Ekart,11,4,Rain,Low,Prepaid,4,4.5,0
11017,Ecom Express,51,2,Storm,Medium,Prepaid,3,3.7,0
11018,Shadowfax,13,4,Clear,Medium,Prepaid,0,4.7,0
11019,Amazon Logistics,71,9,Clear,Low,Prepaid,0,4.3,1
11020,DTDC,23,2,Clear,Low,Prepaid,0,3.3,0
11021,DTDC,33,4,Rain,Low,Prepaid,2,3.5,1
11022,FedEx India,2,2,Clear,Low,COD,0,4.2,0
11023,Blue Dart,55,5,Storm,Medium,COD,3,4.7,0
11024,Ecom Express,59,3,Clear,Low,COD,0,2.9,0
11025,Shadowfax,71,10,Clear,Low,COD,0,3.8,0
11026,Ekart,19,2,Clear,High,COD,3,2.8,1
11027,Amazon Logistics,7,9,Clear,Medium,COD,1,3.2,0
11028,Ecom Express,46,5,Rain,Medium,Prepaid,0,4.2,0
11029,Shadowfax,24,10,Storm,Medium,Prepaid,3,2.7,1
11030,Delhivery,24,5,Clear,High,COD,4,4.2,0
11031,XpressBees,27,1,Storm,Low,COD,3,4.8,1
11032,DTDC,78,6,Rain,Medium,Prepaid,2,4.9,1
11033,Ekart,8,7,Clear,Medium,Prepaid,4,3.0,0
11034,DTDC,45,1,Rain,Low,COD,1,4.4,0
11035,Ekart,28,9,Clear,High,Prepaid,1,4.8,0
11036,FedEx India,27,8,Rain,High,Prepaid,3,2.7,0
11037,Blue Dart,37,8,Clear,High,COD,3,3.5,0
11038,Ekart,56,7,Rain,Low,Prepaid,0,4.8,0
11039,DTDC,65,5,Clear,Low,COD,0,3.0,0
11040,FedEx India,58,3,Rain,High,COD,2,4.8,1
11041,Ekart,70,9,Rain,Medium,Prepaid,0,3.8,0
11042,Delhivery,62,7,Clear,Low,Prepaid,3,2.7,0
11043,Blue Dart,3,11,Clear,Medium,Prepaid,3,3.6,1
11044,Ekart,56,10,Clear,Low,Prepaid,0,3.3,0
11045,FedEx India,39,10,Rain,Low,COD,2,3.2,0
11046,Ecom Express,79,8,Clear,High,Prepaid,3,3.9,1
11047,Flipkart,30,6,Rain,Low,Prepaid,2,3.7,1
11048,Shadowfax,27,11,Clear,Low,Prepaid,3,3.7,0
11049,Flipkart,36,5,Clear,Low,Prepaid,2,2.7,0
11050,Flipkart,68,8,Clear,Medium,Prepaid,2,4.5,0
11051,Amazon Logistics,30,3,Clear,Low,COD,2,3.7,1
11052,Delhivery,35,7,Rain,Medium,Prepaid,0,4.6,0
11053,Ecom Express,42,2,Storm,Medium,Prepaid,1,4.6,0
11054,XpressBees,42,3,Clear,High,Prepaid,2,3.3,0
11055,Ekart,24,2,Clear,Low,COD,2,2.5,0
11056,Shadowfax,72,5,Clear,High,Prepaid,3,4.8,0
11057,Blue Dart,4,7,Rain,Low,COD,1,4.4,0
11058,Ecom Express,59,11,Clear,Medium,Prepaid,3,2.8,0
11059,DTDC,33,10,Rain,Medium,COD,3,4.3,1
11060,XpressBees,32,11,Storm,Low,Prepaid,2,2.6,1
11061,Amazon Logistics,44,11,Clear,Medium,COD,4,2.6,1
11062,Amazon Logistics,8,11,Rain,Low,COD,1,3.8,0
11063,Ecom Express,2,10,Clear,Low,COD,3,2.7,0
11064,FedEx India,62,1,Clear,Medium,Prepaid,4,4.9,0
11065,Flipkart,15,10,Clear,Medium,COD,4,4.7,1
11066,DTDC,53,9,Clear,Low,COD,3,4.1,0
11067,Amazon Logistics,7,1,Clear,Low,Prepaid,2,2.7,0
11068,Shadowfax,11,1,Clear,Low,Prepaid,0,3.3,0
11069,Amazon Logistics,72,10,Clear,Medium,COD,3,3.4,0
11070,Blue Dart,31,8,Clear,Medium,Prepaid,2,3.7,0
11071,Ekart,22,6,Rain,Low,COD,1,2.9,1
11072,Amazon Logistics,61,6,Storm,Low,Prepaid,2,3.9,1
11073,Blue Dart,75,9,Clear,Medium,Prepaid,4,3.6,1
11074,Ecom Express,64,4,Clear,High,COD,1,4.9,0
11075,Ecom Express,43,8,Clear,Medium,Prepaid,1,4.8,0
11076,XpressBees,52,4,Storm,High,COD,0,3.9,1
11077,Amazon Logistics,65,2,Rain,Low,COD,0,4.1,1
11078,Shadowfax,77,11,Clear,High,COD,3,2.8,0
11079,Amazon Logistics,57,8,Clear,Low,COD,2,3.1,0
11080,Shadowfax,42,7,Clear,High,COD,3,4.8,1
11081,Delhivery,33,4,Clear,Low,Prepaid,0,4.2,1
11082,XpressBees,16,9,Storm,Medium,COD,4,3.0,0
11083,Delhivery,63,9,Storm,Medium,Prepaid,0,3.9,0
11084,Amazon Logistics,28,8,Clear,Medium,Prepaid,2,4.8,1
11085,XpressBees,29,1,Clear,High,Prepaid,4,3.4,1
11086,Delhivery,65,7,Clear,Medium,COD,3,3.0,0
11087,Flipkart,60,5,Clear,High,Prepaid,3,4.9,0
11088,Amazon Logistics,59,7,Storm,Medium,Prepaid,0,3.7,1
11089,Delhivery,3,9,Clear,Medium,COD,0,3.5,0
11090,Flipkart,37,2,Clear,Low,Prepaid,3,3.2,0
11091,Flipkart,72,11,Clear,High,COD,3,4.7,1
11092,Ecom Express,14,4,Rain,Medium,COD,1,4.6,1
11093,Amazon Logistics,16,4,Rain,Medium,Prepaid,2,3.5,0
11094,Flipkart,61,2,Clear,Medium,Prepaid,1,2.6,0
11095,Ecom Express,23,3,Clear,Medium,COD,1,3.6,0
11096,Delhivery,64,11,Clear,High,Prepaid,3,3.0,1
11097,Blue Dart,76,8,Storm,Low,Prepaid,2,2.9,1
11098,Amazon Logistics,75,9,Clear,Low,Prepaid,3,3.5,0
11099,XpressBees,26,6,Clear,Low,Prepaid,1,2.7,0
11100,Shadowfax,49,10,Clear,High,Prepaid,1,4.9,1
11101,Shadowfax,44,2,Rain,Low,Prepaid,3,2.6,0
11102,Delhivery,39,2,Clear,Low,COD,0,3.5,1
11103,FedEx India,42,7,Clear,Low,Prepaid,0,2.9,0
11104,FedEx India,46,8,Rain,Medium,COD,3,4.2,0
11105,Delhivery,41,8,Rain,Medium,Prepaid,4,2.7,1
11106,Flipkart,18,6,Rain,Low,Prepaid,4,3.9,0
11107,Amazon Logistics,58,10,Storm,High,COD,0,4.4,0
11108,Shadowfax,3,8,Clear,High,COD,2,4.9,0
11109,Shadowfax,63,1,Clear,Low,COD,1,4.2,1
11110,Flipkart,10,9,Storm,Medium,COD,2,2.7,1
11111,Shadowfax,69,1,Clear,Medium,COD,0,2.7,0
11112,XpressBees,18,3,Rain,Low,Prepaid,3,4.3,1
11113,Amazon Logistics,51,9,Rain,Low,COD,4,3.0,0
11114,Ekart,41,11,Clear,Medium,COD,0,3.6,0
11115,Shadowfax,59,5,Clear,Medium,COD,2,4.9,1
11116,Delhivery,76,9,Rain,Low,COD,2,4.5,0
11117,XpressBees,22,9,Rain,High,COD,0,4.6,0
11118,Shadowfax,19,6,Rain,Medium,Prepaid,1,4.7,0
11119,XpressBees,56,11,Clear,Medium,COD,2,4.0,0
11120,Ecom Express,30,1,Clear,Low,COD,1,4.4,0
11121,Ekart,25,10,Clear,Medium,COD,1,3.4,0
11122,DTDC,75,7,Clear,Low,COD,3,5.0,1
11123,Delhivery,18,6,Clear,Medium,Prepaid,0,3.2,0
11124,Delhivery,19,9,Storm,High,COD,0,4.0,1
11125,Amazon Logistics,43,7,Rain,High,COD,1,3.2,1
11126,XpressBees,46,11,Rain,Medium,COD,3,2.8,1
11127,Flipkart,18,4,Clear,Medium,Prepaid,2,3.9,0
11128,Delhivery,74,7,Clear,High,COD,2,3.4,1
11129,XpressBees,15,2,Storm,Medium,Prepaid,0,4.0,0
11130,XpressBees,50,6,Clear,Low,COD,1,3.9,0
11131,Blue Dart,30,6,Clear,Medium,Prepaid,3,3.9,1
11132,Blue Dart,5,2,Clear,Low,COD,3,2.8,1
11133,DTDC,21,4,Storm,High,Prepaid,2,3.6,1
11134,Ecom Express,48,8,Storm,Medium,Prepaid,2,4.5,1
11135,DTDC,10,8,Clear,Medium,COD,4,3.3,0
11136,Shadowfax,78,8,Storm,Low,Prepaid,4,3.6,0
11137,Flipkart,28,8,Clear,Medium,COD,1,3.7,0
11138,Shadowfax,16,1,Clear,High,COD,4,4.7,0
11139,FedEx India,20,2,Rain,Low,COD,3,4.1,0
11140,Shadowfax,53,4,Storm,Medium,Prepaid,4,2.8,0
11141,Amazon Logistics,27,9,Rain,High,COD,0,4.7,0
11142,Shadowfax,27,3,Rain,Medium,Prepaid,0,4.6,0
11143,DTDC,27,6,Rain,Medium,COD,2,4.4,0
11144,Delhivery,47,7,Rain,Medium,COD,2,3.7,0
11145,Delhivery,50,8,Storm,Medium,Prepaid,1,4.4,1
11146,Blue Dart,54,7,Rain,Low,Prepaid,0,3.7,1
11147,Flipkart,4,3,Storm,Low,Prepaid,1,4.3,1
11148,Flipkart,67,6,Storm,Medium,COD,1,4.7,1
11149,Amazon Logistics,43,5,Clear,High,Prepaid,4,4.7,1
11150,DTDC,20,10,Rain,Low,COD,2,3.6,0
11151,Blue Dart,18,4,Clear,Low,COD,1,4.6,0
11152,FedEx India,34,1,Clear,Medium,COD,1,2.8,1
11153,Flipkart,77,7,Rain,High,COD,2,2.8,1
11154,Delhivery,50,8,Clear,Low,Prepaid,2,3.9,1
11155,Shadowfax,57,2,Clear,High,COD,0,4.1,0
11156,Shadowfax,64,7,Storm,Low,COD,2,2.9,0
11157,Blue Dart,4,6,Clear,High,COD,4,3.7,0
11158,DTDC,50,5,Clear,Medium,Prepaid,0,2.7,0
11159,DTDC,56,4,Storm,Medium,Prepaid,1,4.0,0
11160,Ecom Express,27,2,Clear,Medium,Prepaid,4,4.6,1
11161,Ekart,73,10,Clear,High,Prepaid,4,4.3,1
11162,Flipkart,53,6,Clear,Low,Prepaid,0,3.4,1
11163,DTDC,8,5,Clear,Low,Prepaid,1,5.0,0
11164,Delhivery,47,2,Rain,Medium,COD,0,4.2,0
11165,Blue Dart,47,10,Rain,High,Prepaid,3,4.5,1
11166,FedEx India,17,7,Clear,High,COD,3,4.2,1
11167,Ecom Express,25,6,Rain,Medium,Prepaid,0,5.0,0
11168,XpressBees,62,11,Clear,Medium,COD,1,4.6,0
11169,Amazon Logistics,55,9,Clear,Low,COD,1,3.8,0
11170,FedEx India,63,11,Rain,High,COD,2,3.4,1
11171,XpressBees,2,10,Rain,High,COD,4,4.2,0
11172,Shadowfax,50,5,Rain,Medium,Prepaid,0,4.0,0
11173,Amazon Logistics,26,9,Clear,Medium,COD,4,4.1,1
11174,Flipkart,11,9,Clear,High,Prepaid,4,3.4,0
11175,Delhivery,17,1,Clear,High,Prepaid,3,3.6,0
11176,Amazon Logistics,59,5,Clear,Medium,Prepaid,3,3.9,0
11177,Ekart,73,9,Rain,Medium,Prepaid,0,4.6,0
11178,XpressBees,30,7,Clear,Medium,Prepaid,0,4.4,0
11179,Flipkart,7,6,Rain,Medium,COD,1,2.8,1
11180,Ekart,17,6,Clear,Medium,Prepaid,0,3.1,0
11181,Shadowfax,21,11,Clear,Low,COD,1,2.6,0
11182,Ekart,72,7,Clear,Medium,COD,1,2.5,0
11183,Ecom Express,79,1,Clear,Medium,Prepaid,0,3.1,0
11184,Ecom Express,44,4,Storm,Medium,Prepaid,1,4.5,1
11185,Blue Dart,27,1,Clear,Low,COD,4,4.8,1
11186,FedEx India,79,6,Clear,High,Prepaid,1,3.5,0
11187,FedEx India,72,4,Rain,Medium,Prepaid,4,3.9,1
11188,Flipkart,34,1,Rain,Low,COD,4,4.3,1
11189,Shadowfax,27,9,Clear,Medium,Prepaid,4,4.9,0
11190,DTDC,46,4,Clear,High,Prepaid,2,4.8,0
11191,Ecom Express,64,6,Rain,High,Prepaid,2,2.6,0
11192,Flipkart,68,7,Storm,Low,Prepaid,1,3.1,0
11193,DTDC,53,8,Storm,High,Prepaid,0,2.6,1
11194,FedEx India,69,11,Clear,Low,Prepaid,1,4.0,0
11195,Blue Dart,27,9,Storm,High,Prepaid,2,4.3,1
11196,Ekart,76,9,Clear,Low,Prepaid,3,3.3,0
11197,Ecom Express,3,8,Clear,Low,COD,3,4.6,0
11198,Flipkart,15,10,Rain,Medium,Prepaid,1,3.6,1
11199,Amazon Logistics,31,11,Clear,Medium,COD,2,5.0,0
11200,DTDC,50,3,Clear,Medium,Prepaid,4,2.5,0
11201,Ekart,13,2,Clear,High,Prepaid,2,2.8,1
11202,Ecom Express,45,5,Clear,High,COD,1,3.3,0
11203,FedEx India,34,1,Rain,Medium,COD,2,2.6,0
11204,Shadowfax,14,3,Rain,Medium,Prepaid,3,4.5,0
11205,DTDC,79,1,Clear,Low,Prepaid,4,2.6,1
11206,FedEx India,27,3,Clear,Low,Prepaid,1,4.4,0
11207,Ecom Express,22,4,Storm,Medium,COD,1,2.6,0
11208,DTDC,29,7,Rain,Low,Prepaid,0,3.1,0
11209,Ekart,49,5,Clear,Medium,Prepaid,4,4.6,1
11210,Ecom Express,41,5,Storm,Medium,COD,1,4.9,0
11211,XpressBees,67,1,Rain,Low,COD,2,3.5,1
11212,Flipkart,74,8,Clear,Medium,COD,2,4.9,0
11213,Ekart,78,4,Clear,Low,Prepaid,2,4.1,1
11214,DTDC,24,10,Clear,Medium,COD,2,3.5,0
11215,Shadowfax,49,5,Rain,High,COD,1,4.5,1
11216,FedEx India,3,2,Clear,Medium,COD,3,3.2,1
11217,Amazon Logistics,21,1,Clear,Low,COD,4,3.2,1
11218,FedEx India,60,9,Clear,Medium,COD,2,4.1,0
11219,DTDC,47,2,Storm,Low,Prepaid,1,3.5,0
11220,FedEx India,4,6,Clear,Medium,Prepaid,1,2.8,1
11221,Flipkart,56,1,Storm,Medium,COD,2,2.7,0
11222,Ecom Express,13,1,Storm,Medium,Prepaid,0,4.5,1
11223,Amazon Logistics,41,9,Clear,High,Prepaid,1,4.2,1
11224,Delhivery,67,4,Clear,Medium,Prepaid,4,3.5,1
11225,DTDC,79,9,Clear,Low,COD,4,4.7,0
11226,Blue Dart,17,11,Storm,Low,Prepaid,0,3.5,0
11227,Delhivery,35,5,Clear,High,COD,1,4.3,0
11228,FedEx India,45,7,Clear,Low,Prepaid,0,4.8,0
11229,DTDC,7,1,Clear,Medium,Prepaid,1,4.6,0
11230,XpressBees,78,6,Clear,Medium,Prepaid,1,3.8,0
11231,Blue Dart,65,8,Storm,Medium,Prepaid,0,4.2,0
11232,Amazon Logistics,23,1,Rain,High,COD,3,3.5,0
11233,Shadowfax,19,9,Storm,Medium,COD,2,4.1,0
11234,XpressBees,13,3,Clear,Medium,COD,2,3.1,1
11235,Delhivery,53,1,Clear,High,Prepaid,2,3.6,0
11236,Ecom Express,52,1,Storm,Medium,Prepaid,0,3.0,1
11237,Flipkart,72,11,Clear,Medium,Prepaid,1,2.6,1
11238,Shadowfax,49,6,Storm,Medium,Prepaid,1,4.0,0
11239,XpressBees,20,11,Clear,Medium,Prepaid,4,4.7,1
11240,Ecom Express,7,6,Clear,High,COD,1,2.6,0
11241,Ecom Express,28,1,Rain,Low,Prepaid,3,3.0,1
11242,DTDC,54,3,Storm,Low,Prepaid,2,3.7,1
11243,XpressBees,49,7,Storm,High,COD,3,4.2,1
11244,Amazon Logistics,8,10,Clear,Medium,Prepaid,2,2.9,1
11245,FedEx India,60,3,Clear,Low,COD,0,2.6,1
11246,Blue Dart,70,3,Rain,Medium,COD,3,3.8,0
11247,Blue Dart,12,3,Rain,High,Prepaid,1,4.5,0
11248,Delhivery,16,7,Rain,High,Prepaid,2,2.6,0
11249,Delhivery,65,4,Clear,Medium,COD,4,3.4,1
11250,Blue Dart,4,4,Storm,Low,Prepaid,3,4.2,0
11251,Amazon Logistics,70,3,Rain,High,Prepaid,0,2.8,0
11252,Flipkart,24,10,Rain,Medium,COD,4,3.1,1
11253,Ekart,54,11,Clear,High,Prepaid,0,3.8,0
11254,FedEx India,38,9,Clear,Low,Prepaid,2,4.9,0
11255,Flipkart,10,2,Storm,Low,COD,3,3.2,1
11256,DTDC,16,4,Rain,Medium,COD,0,3.7,0
11257,Ekart,4,8,Storm,Low,Prepaid,4,3.5,0
11258,Ekart,71,6,Storm,Medium,Prepaid,4,4.7,0
11259,XpressBees,18,7,Rain,High,Prepaid,1,2.7,1
11260,Amazon Logistics,27,7,Clear,Medium,Prepaid,0,3.9,0
11261,Amazon Logistics,22,2,Clear,High,COD,3,4.6,0
11262,Ekart,73,4,Clear,Medium,COD,3,5.0,0
11263,XpressBees,22,10,Clear,High,COD,1,4.2,1
11264,FedEx India,12,10,Clear,High,Prepaid,4,3.4,1
11265,Ekart,39,6,Clear,Medium,Prepaid,0,3.5,0
11266,Shadowfax,73,3,Clear,Medium,Prepaid,4,3.4,0
11267,Delhivery,36,9,Clear,Medium,Prepaid,0,4.0,0
11268,Delhivery,15,4,Clear,Medium,Prepaid,0,4.3,0
11269,Flipkart,15,10,Clear,Low,Prepaid,0,4.5,0
11270,DTDC,11,2,Clear,High,Prepaid,4,3.5,0
11271,Delhivery,13,6,Rain,High,COD,4,4.3,1
11272,Ecom Express,39,1,Clear,Medium,COD,4,4.8,0
11273,Flipkart,35,6,Clear,Medium,Prepaid,2,4.8,0
11274,Delhivery,42,10,Rain,Medium,Prepaid,4,4.3,0
11275,DTDC,11,1,Rain,Medium,COD,1,4.1,0
11276,Amazon Logistics,18,8,Clear,Medium,COD,2,3.8,1
11277,Amazon Logistics,18,5,Rain,High,Prepaid,0,3.0,0
11278,FedEx India,68,6,Storm,Medium,COD,3,2.8,1
11279,Ekart,63,2,Rain,Low,COD,2,3.7,0
11280,Shadowfax,2,2,Clear,High,Prepaid,2,2.9,1
11281,Amazon Logistics,13,9,Rain,Medium,Prepaid,0,3.9,0
11282,XpressBees,5,3,Clear,High,Prepaid,4,4.1,0
11283,Delhivery,43,6,Rain,Low,Prepaid,4,3.8,1
11284,XpressBees,14,10,Storm,Low,Prepaid,2,2.6,1
11285,DTDC,5,5,Clear,High,COD,4,2.6,1
11286,Amazon Logistics,70,4,Storm,Low,COD,2,2.8,1
11287,Shadowfax,20,10,Clear,High,Prepaid,3,2.9,1
11288,DTDC,3,2,Storm,High,Prepaid,3,5.0,1
11289,Ecom Express,13,8,Rain,Medium,COD,0,3.4,1
11290,Ecom Express,75,10,Clear,Low,Prepaid,1,3.2,0
11291,XpressBees,7,7,Rain,Medium,Prepaid,1,2.6,1
11292,Ekart,9,11,Clear,High,COD,4,4.1,1
11293,Flipkart,52,2,Clear,Medium,Prepaid,1,4.1,0
11294,Ekart,12,6,Rain,Medium,Prepaid,3,2.9,1
11295,FedEx India,64,8,Clear,Medium,Prepaid,0,4.8,0
11296,Ekart,58,7,Rain,Low,Prepaid,3,4.5,0
11297,FedEx India,13,1,Clear,High,Prepaid,2,3.1,1
11298,FedEx India,74,5,Clear,High,Prepaid,4,3.7,1
11299,Shadowfax,3,2,Storm,High,COD,4,3.6,1
11300,Amazon Logistics,9,6,Clear,Medium,Prepaid,1,3.4,0
11301,Shadowfax,12,7,Rain,High,Prepaid,2,4.5,0
11302,FedEx India,54,7,Rain,Low,Prepaid,1,2.8,1
11303,DTDC,11,3,Rain,Medium,Prepaid,1,3.5,1
11304,Ecom Express,9,7,Storm,Medium,COD,1,3.6,0
11305,FedEx India,37,5,Rain,High,Prepaid,2,3.7,0
11306,Shadowfax,77,8,Clear,High,COD,1,4.7,0
11307,DTDC,15,8,Storm,High,Prepaid,4,3.0,0
11308,Shadowfax,55,7,Clear,High,Prepaid,1,2.8,1
11309,Ekart,22,6,Clear,High,COD,2,4.0,0
11310,Delhivery,51,2,Storm,Low,Prepaid,2,2.9,0
11311,XpressBees,40,6,Rain,High,COD,3,2.7,1
11312,Flipkart,21,11,Rain,Medium,Prepaid,1,3.6,0
11313,Shadowfax,8,9,Rain,Medium,Prepaid,2,3.0,0
11314,Flipkart,10,2,Rain,Low,COD,1,3.4,0
11315,Blue Dart,2,1,Storm,Medium,COD,0,3.1,0
11316,Shadowfax,27,11,Clear,Low,COD,4,2.7,1
11317,Delhivery,39,5,Clear,Medium,COD,4,3.9,0
11318,Flipkart,39,11,Clear,Medium,COD,1,2.6,0
11319,FedEx India,62,6,Rain,High,Prepaid,4,4.9,1
11320,Shadowfax,45,3,Clear,High,Prepaid,4,3.4,0
11321,Amazon Logistics,45,8,Clear,Medium,Prepaid,0,4.2,0
11322,XpressBees,75,7,Clear,Medium,Prepaid,4,4.5,0
11323,Delhivery,63,2,Storm,Low,Prepaid,4,3.2,1
11324,Flipkart,7,7,Rain,Medium,COD,2,4.4,1
11325,Delhivery,18,1,Clear,Low,Prepaid,4,4.6,0
11326,DTDC,52,9,Clear,High,COD,1,3.1,0
11327,XpressBees,39,7,Clear,Medium,Prepaid,4,5.0,0
11328,FedEx India,25,6,Clear,Low,Prepaid,1,2.6,1
11329,Shadowfax,52,2,Clear,Medium,COD,4,3.0,0
11330,Shadowfax,11,3,Storm,Medium,Prepaid,1,4.5,0
11331,Shadowfax,73,1,Storm,Medium,Prepaid,4,3.0,1
11332,XpressBees,22,10,Clear,Low,Prepaid,1,4.2,0
11333,Amazon Logistics,71,5,Clear,High,COD,4,4.6,0
11334,Blue Dart,58,9,Clear,Low,Prepaid,0,4.9,0
11335,Ecom Express,40,6,Clear,Low,Prepaid,2,3.7,0
11336,Ekart,34,5,Clear,Low,COD,2,4.9,0
11337,Flipkart,60,3,Clear,Medium,Prepaid,2,3.5,1
11338,Amazon Logistics,19,5,Clear,Low,COD,2,3.0,0
11339,FedEx India,57,8,Rain,Low,Prepaid,0,3.8,0
11340,Flipkart,58,2,Rain,Medium,Prepaid,0,4.1,0
11341,Shadowfax,77,5,Rain,Medium,COD,4,3.6,1
11342,Delhivery,49,6,Clear,Low,COD,0,3.9,0
11343,FedEx India,43,10,Storm,Low,COD,2,3.5,0
11344,Flipkart,28,8,Storm,Medium,COD,3,3.8,1
11345,Shadowfax,75,8,Clear,Low,Prepaid,4,4.9,0
11346,Flipkart,53,5,Clear,Medium,Prepaid,1,3.7,0
11347,Delhivery,43,9,Clear,Low,Prepaid,2,3.1,1
11348,Shadowfax,33,4,Clear,Low,COD,2,4.4,0
11349,Blue Dart,27,9,Clear,Medium,COD,2,3.3,1
11350,Amazon Logistics,26,11,Rain,Low,COD,0,4.5,0
11351,DTDC,76,7,Clear,Low,Prepaid,1,2.6,0
11352,Ekart,24,6,Clear,Medium,Prepaid,4,3.3,1
11353,XpressBees,58,4,Clear,High,COD,2,2.7,1
11354,Ekart,53,2,Storm,Medium,COD,1,2.7,0
11355,FedEx India,32,8,Clear,High,COD,3,4.1,0
11356,Ekart,65,6,Rain,High,COD,0,3.5,1
11357,Shadowfax,72,3,Clear,High,Prepaid,2,4.7,1
11358,Blue Dart,34,7,Clear,High,Prepaid,1,3.8,0
11359,DTDC,3,10,Rain,Medium,Prepaid,1,3.2,1
11360,Amazon Logistics,19,7,Clear,Medium,Prepaid,2,4.3,0
11361,Amazon Logistics,48,6,Clear,Low,Prepaid,1,4.1,0
11362,Delhivery,34,2,Clear,Medium,Prepaid,1,4.5,0
11363,XpressBees,36,8,Rain,High,Prepaid,4,4.1,1
11364,Flipkart,52,1,Rain,Medium,COD,0,2.9,0
11365,Blue Dart,19,1,Clear,Medium,COD,4,4.2,0
11366,Flipkart,73,6,Rain,Medium,COD,0,3.5,0
11367,DTDC,31,5,Clear,Medium,Prepaid,0,3.7,0
11368,Ekart,45,9,Rain,Medium,Prepaid,4,4.8,0
11369,Amazon Logistics,54,7,Clear,Medium,Prepaid,2,3.4,0
11370,DTDC,11,2,Rain,Medium,COD,1,4.0,0
11371,Ekart,53,7,Storm,Medium,Prepaid,3,3.4,1
11372,Amazon Logistics,50,3,Storm,High,Prepaid,4,2.7,1
11373,Ekart,12,1,Clear,High,COD,4,3.6,1
11374,XpressBees,67,11,Storm,Low,Prepaid,2,4.0,1
11375,Blue Dart,59,8,Clear,High,COD,1,3.5,1
11376,FedEx India,37,3,Storm,Low,Prepaid,4,3.5,0
11377,DTDC,34,11,Clear,Low,Prepaid,3,4.6,0
11378,DTDC,48,8,Clear,Medium,Prepaid,1,2.6,1
11379,Ecom Express,14,7,Clear,Low,COD,4,3.2,0
11380,Shadowfax,41,2,Clear,Low,COD,4,4.5,1
11381,XpressBees,69,1,Rain,Medium,Prepaid,0,4.8,0
11382,XpressBees,43,7,Storm,Medium,Prepaid,0,3.5,0
11383,Flipkart,20,1,Rain,Low,Prepaid,4,4.7,1
11384,Ekart,20,6,Rain,Medium,COD,2,3.0,0
11385,Shadowfax,59,11,Rain,Medium,COD,0,3.1,0
11386,Blue Dart,24,10,Clear,Medium,COD,4,4.6,1
11387,Blue Dart,55,11,Clear,High,Prepaid,1,4.8,1
11388,XpressBees,66,10,Clear,Medium,Prepaid,3,3.1,1
11389,Blue Dart,13,8,Clear,Low,Prepaid,0,2.6,0
11390,Ecom Express,25,7,Clear,Low,COD,4,2.7,0
11391,DTDC,35,4,Clear,Medium,COD,0,3.2,1
11392,Delhivery,54,1,Clear,Medium,Prepaid,1,4.4,1
11393,FedEx India,9,1,Clear,Low,Prepaid,2,3.8,0
11394,Flipkart,19,4,Storm,Low,Prepaid,4,3.6,1
11395,Ekart,58,5,Clear,High,Prepaid,1,4.0,0
11396,FedEx India,6,7,Clear,Medium,COD,3,4.7,0
11397,Ekart,27,4,Rain,Medium,Prepaid,4,2.7,0
11398,Amazon Logistics,31,10,Clear,High,COD,3,4.2,1
11399,FedEx India,55,1,Clear,High,COD,2,4.8,1
11400,Delhivery,14,11,Clear,Medium,COD,4,3.0,0
11401,XpressBees,30,10,Clear,Medium,COD,4,4.6,0
11402,Ecom Express,4,7,Clear,High,COD,1,4.2,0
11403,DTDC,59,2,Clear,Medium,COD,0,2.5,1
11404,DTDC,77,11,Rain,Low,Prepaid,4,3.1,1
